Project ID,File Name,Row Count,Column Count,Missing modified_peptide,Missing isolation_target,% Missing modified_peptide,% Missing isolation_target,Columns
PXD026629,20180904YLJ-VSV4h-02.ipc,13878,27,1908,2792,13.75,20.12,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180904YLJ-VSV0h-03.ipc,14151,27,1702,3025,12.03,21.38,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180831YLJ-H6h-01.ipc,13300,27,1014,2126,7.62,15.98,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180831YLJ-H6h-02.ipc,13363,27,996,2341,7.45,17.52,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,YangLuJie-LPS4h-2.ipc,12159,27,1444,2338,11.88,19.23,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180831YLJ-H4h-02.ipc,14832,27,1096,2468,7.39,16.64,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180904YLJ-VSV6h-01.ipc,14598,27,2067,3332,14.16,22.83,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,YangLuJie-LPS8h-2.ipc,13334,27,1700,2329,12.75,17.47,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180831YLJ-H0h-01.ipc,14194,27,1359,2361,9.57,16.63,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,YangLuJie-M0-3.ipc,15028,27,1957,2593,13.02,17.25,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180904YLJ-VSV4h-03.ipc,14910,27,1858,3286,12.46,22.04,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,YangLuJie-M0-1.ipc,14890,27,2039,2558,13.69,17.18,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,YangLuJie-LPS4h-3.ipc,12230,27,1515,2348,12.39,19.2,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180831YLJ-H0h-02.ipc,13881,27,1301,2280,9.37,16.43,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180904YLJ-VSV0h-01.ipc,14621,27,1797,3023,12.29,20.68,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180831YLJ-H4h-01.ipc,15007,27,1152,2312,7.68,15.41,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180904YLJ-VSV6h-02.ipc,14792,27,2041,3308,13.8,22.36,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,YangLuJie-LPS4h-1.ipc,14521,27,1583,2182,10.9,15.03,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,YangLuJie-LPS8h-3.ipc,12423,27,1574,2303,12.67,18.54,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180904YLJ-VSV6h-03.ipc,14402,27,2034,3137,14.12,21.78,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180831YLJ-H4h-03.ipc,14798,27,1057,2541,7.14,17.17,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,YangLuJie-M0-2.ipc,14073,27,1923,2296,13.66,16.31,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180831YLJ-H0h-03.ipc,14284,27,1278,2402,8.95,16.82,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180904YLJ-VSV0h-02.ipc,15326,27,1860,3258,12.14,21.26,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,YangLuJie-LPS8h-1.ipc,14059,27,1642,2366,11.68,16.83,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180904YLJ-VSV4h-01.ipc,14647,27,1896,3284,12.94,22.42,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD026629,20180831YLJ-H6h-03.ipc,13756,27,1007,2344,7.32,17.04,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseKidney-Z-T-2.ipc,15611,27,2541,3036,16.28,19.45,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseLung-Z-T-2.ipc,11912,27,1667,2802,13.99,23.52,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseLung-Z-T-5.ipc,9973,27,1290,2426,12.93,24.33,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseHeart-Z-T-4.ipc,19247,27,9850,5144,51.18,26.73,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseLiver-Z-T-5.ipc,9156,27,1485,1716,16.22,18.74,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,LZ-20200428-Chen-ACE2-Glypep-KRc-AV5pmol.ipc,223,27,196,199,87.89,89.24,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseBrain-Z-T-3.ipc,9743,27,1597,2036,16.39,20.9,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseBrain-Z-T-4.ipc,9896,27,1576,2098,15.93,21.2,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseKidney-Z-T-4.ipc,16178,27,2661,3168,16.45,19.58,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseKidney-Z-T-1.ipc,16213,27,2750,3221,16.96,19.87,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,cwq_mix2-2_726.ipc,395,27,383,86,96.96,21.77,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseLung-Z-T-1.ipc,9550,27,1397,2221,14.63,23.26,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseKidney-Z-T-3.ipc,16716,27,2823,3140,16.89,18.78,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseLiver-Z-T-1.ipc,9349,27,1535,1611,16.42,17.23,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseLiver-Z-T-3.ipc,9245,27,1569,1847,16.97,19.98,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,cwq_mix2-1_726.ipc,370,27,360,74,97.3,20.0,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseLiver-Z-T-4.ipc,8197,27,1410,1416,17.2,17.27,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseHeart-Z-T-3.ipc,19016,27,9811,4959,51.59,26.08,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseBrain-Z-T-5.ipc,10084,27,1543,2200,15.3,21.82,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseHeart-Z-T-5.ipc,14998,27,8064,3577,53.77,23.85,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseBrain-Z-T-2.ipc,9495,27,1918,1992,20.2,20.98,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD031032,MouseLung-Z-T-4.ipc,11088,27,1611,2644,14.53,23.85,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
